,TyreLife,TyreLifeKM,TyreLifeSquared,TireAgeRatio,LapNumber,NormalizedLap,LapsRemaining,FuelLoad,Stint,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,IsWet,FuelLoadMissing,traction,tyre_stress,asphalt_grip,corner_speed_energy,abrasiveness,braking_severity,lateral_load,tire_age_x_abrasiveness,track_temp_x_tyre_stress,tire_age_x_traction,tire_age_x_lateral_load,soft_abrasiveness_interaction,soft_traction_interaction,soft_age_interaction,medium_age_interaction,hard_age_interaction
TrackTemp,0.01868382519631846,-0.020630225529448192,0.023559972360010676,-0.013530912033159266,-0.04511060656678289,-0.07499183777776205,0.11967824908684765,0.12323222872204488,-0.09278803695800583,0.7118732570326198,1.0,-0.47514351516544956,-0.21653048015111445,0.012586826904648369,-0.31194765077554826,-0.06938940866123092,0.21242328738608157,-0.15651108894083005,0.05837670340853077,-0.1972885692604003,-0.10674235963723845,-0.07283428216107019,-0.08833222918475533,-0.06797569223182912,0.3653542793082968,0.12063964330437202,-0.08152201681055157,-0.08817907080612641,-0.0437217361663177,-0.02047933110902266,0.04625992811082763,0.07413654785730295
Humidity,0.028868393679308282,0.021992498438803174,0.03423346623480764,0.024718446601652917,0.04886335895266564,0.0387981785618445,-0.03552421939489461,-0.006709792068917692,0.03140889501866573,-0.4259267809159654,-0.47514351516544956,1.0,0.24097181639524712,-0.03270482433619721,0.36524559631350756,-0.04007740793623565,-0.0016037553599620679,0.06350694427914266,0.16491609402717872,0.06157287315521734,-0.12245882018018371,0.04800585076687117,0.07642906018606234,-0.04360717592333569,-0.19126298873376063,0.024318232525667734,0.08151352288458304,-0.08778976711303811,-0.03522997356066333,-0.004618035408849206,-0.01610208039930816,-0.06591810877334293
Rainfall,-0.04715808676959484,-0.062483910573257556,-0.044791102202415,-0.060441154779138986,-0.036032712099810044,-0.053668467256169215,0.07977155185350165,0.02471585333956097,-0.0046697938758399,-0.19221836579216267,-0.21653048015111445,0.24097181639524712,1.0,-0.03177887737524966,0.7613740780732516,-0.006265131946022321,0.048314083626598184,0.014589586848155783,0.024346399061219628,-0.03817072628552699,-0.06534383975509243,-0.05963240676991918,-0.0023549007248977547,-0.05474132485631743,-0.10612016364580855,-0.020696341529561235,-0.01598100296959345,-0.030518029586203414,-0.003408781514551569,-0.027488751775967036,-0.04787825028918326,-0.10831254697679035
WindSpeed,-0.014884414107313863,0.0010432944405102383,-0.02527119706457863,-0.010040881556388421,0.019286380794112722,0.018439644106906197,-0.03161335483994866,0.0552523360316878,-0.04948441565989556,0.009672941417278565,0.012586826904648369,-0.03270482433619721,-0.03177887737524966,1.0,-0.08105990901635171,-0.07201158268084093,-0.06994335852043276,0.2635005238297851,0.11318516662396881,0.02901942828151239,0.007948589696193602,-0.060166603228416035,0.17500667125416033,0.03051121015763418,0.24627057518249898,-0.048152196678517875,0.12070427921955383,-0.04311876664063498,-0.060785411037613216,-0.02222823865892977,-0.014237553243517567,0.04346613930771787
IsWet,-0.024149771240874945,-0.05369920095222582,-0.02964965719691154,-0.05099904706114174,-0.03745310642441379,-0.07122471990709299,0.10475908922707416,0.058714079862803914,-0.050584723539933485,-0.25710693649404803,-0.31194765077554826,0.36524559631350756,0.7613740780732516,-0.08105990901635171,1.0,-0.04153921116694536,0.03871659291938364,-0.03854713867622137,-0.0173905302067855,-0.06693645574551714,-0.08685207562683385,0.0027446420633266944,-0.059697945373739764,-0.06467271233019642,-0.1859689209001038,-0.0038907460918161927,-0.04563486956983225,-0.06291028355382548,-0.046876337066309975,-0.06150501421157248,-0.10553592910982579,-0.14996355831389394
FuelLoadMissing,-0.17193990873384996,-0.1774094890950154,-0.15223797216959534,-0.17607232463416086,-0.2732840425742589,-0.2797258620164975,0.2714438390377952,-0.5541651217507283,0.3229084694594196,-0.032723495258250766,-0.06938940866123092,-0.04007740793623565,-0.006265131946022321,-0.07201158268084093,-0.04153921116694536,1.0,-0.008701400790346486,-0.027927716732702047,-0.06496826789560331,-0.0270266323053764,-0.02888645455260446,-0.013096807852787929,-0.04512531524751817,-0.10449955722157124,-0.06113537096157184,-0.1361196080265397,-0.12216585875980157,0.12713735249333033,0.1907976672513535,0.11353024092275463,0.03707820488031145,-0.2137660583349408
traction,0.04893669989543881,-0.009843790885842653,0.08514829630054799,0.019721857595077955,0.03736216797978708,0.01781896493643233,0.006245684129919869,0.010489417364364382,-0.02780874712249576,0.19551623444040928,0.21242328738608157,-0.0016037553599620679,0.048314083626598184,-0.06994335852043276,0.03871659291938364,-0.008701400790346486,1.0,-0.27041150331608543,-0.14381284582773846,-0.5455497777375986,-0.09389841107219744,0.3110938021780967,-0.3707581419005601,-0.1205541401919085,-0.13857336562409284,0.5034225170375679,-0.3094186550475724,0.015422423588709348,0.07334675522531747,-0.04060600288094164,-0.023018056177271817,0.0700920199393824
tyre_stress,-0.18847965675546746,-0.06326369152534027,-0.2124868180193905,-0.09538279119662095,-0.060615082521196996,0.031079731559780784,-0.13871456762743034,-0.00024856687431104563,0.1009851603165522,-0.16388245138572893,-0.15651108894083005,0.06350694427914266,0.014589586848155783,0.2635005238297851,-0.03854713867622137,-0.027927716732702047,-0.27041150331608543,1.0,0.4236947350973861,0.5236332956762182,0.41833546405276867,-0.13030216766504382,0.8240373157164188,0.24666349042164468,0.8418117108307485,-0.2941389516166234,0.4776812541978605,0.16219383848032007,0.07115326119583151,0.10405440203658842,-0.04154381069105286,-0.15863415491342894
asphalt_grip,-0.09910095505487745,-0.007496353065597159,-0.12242246701401063,-0.026033535215455195,-0.07288346397368743,-0.00542935138696864,-0.07514094602291846,0.03934886012461206,0.022488913048843307,0.2476835445767232,0.05837670340853077,0.16491609402717872,0.024346399061219628,0.11318516662396881,-0.0173905302067855,-0.06496826789560331,-0.14381284582773846,0.4236947350973861,1.0,0.45142933643355265,0.37673387901025895,-0.1289915358071635,0.6739238632576348,0.2505603421204559,0.4268142560730272,-0.1652354339824799,0.4274848164007087,0.08076169751665009,0.044720539873477856,0.05175920800315527,0.0064721491027727035,-0.10665823295514273
corner_speed_energy,-0.1274148636136107,0.02095395714504642,-0.143394109010671,-0.002894939004647192,-0.1326248857007785,-0.009525206118521038,-0.12030542107769741,-0.004199415104464399,0.026677515071011335,-0.09857892170553391,-0.1972885692604003,0.06157287315521734,-0.03817072628552699,0.02901942828151239,-0.06693645574551714,-0.0270266323053764,-0.5455497777375986,0.5236332956762182,0.45142933643355265,1.0,0.1854918699369851,-0.26360365000580066,0.6369834570881815,0.09846934990011427,0.38891476312410933,-0.3568185576568891,0.39694364072109545,-0.021277952179505087,-0.06059239859050155,-0.005800570862359301,-0.021719186254038556,-0.0741253139550843
abrasiveness,-0.17590437016472787,-0.13198163011161196,-0.19326774445845799,-0.15341248920270287,-0.00597301856885249,0.022095022418730063,-0.057719634074796834,0.017444712333236547,0.1246471598849099,0.09013762642202666,-0.10674235963723845,-0.12245882018018371,-0.06534383975509243,0.007948589696193602,-0.08685207562683385,-0.02888645455260446,-0.09389841107219744,0.41833546405276867,0.37673387901025895,0.1854918699369851,1.0,0.05180464445140525,0.5765423116391492,0.6272618198743283,0.3821391026361719,-0.21296392579653356,0.3121715254823345,0.4011735336519786,0.19784401748301256,0.13525778459799387,-0.07589796012225707,-0.13169585363034184
braking_severity,-0.07112855264267581,-0.01776848544362934,-0.09142911896929638,-0.03728746532100851,-0.01407005873770665,0.014025352094717622,-0.04812746398228401,0.01458348899804312,-0.06241664931255878,0.11886772723379099,-0.07283428216107019,0.04800585076687117,-0.05963240676991918,-0.060166603228416035,0.0027446420633266944,-0.013096807852787929,0.3110938021780967,-0.13030216766504382,-0.1289915358071635,-0.26360365000580066,0.05180464445140525,1.0,-0.3546630317164648,0.011905245778273496,-0.12236227428655573,0.04832188868234424,-0.259884342459351,0.05576130671381457,0.03302662816876087,-0.02275525903137498,-0.06643229516268202,-0.008353872369568069
lateral_load,-0.154841059239579,-0.05106980595880283,-0.1770095689570289,-0.07674144575955016,-0.0576735412008831,0.022328573280910573,-0.11587720223478652,0.010684340979723629,0.09204784250637456,-0.025242907967980704,-0.08833222918475533,0.07642906018606234,-0.0023549007248977547,0.17500667125416033,-0.059697945373739764,-0.04512531524751817,-0.3707581419005601,0.8240373157164188,0.6739238632576348,0.6369834570881815,0.5765423116391492,-0.3546630317164648,1.0,0.3744684734270984,0.7303696180326292,-0.3170512702655184,0.6134966303375781,0.1847850230002593,0.08721644557794071,0.11846687411403926,0.006360588690269642,-0.16908876895478447
tire_age_x_abrasiveness,0.4706601834531426,0.5138229735855216,0.3150213821804515,0.4874285853276767,0.3448548103260676,0.35707510627709177,-0.33763577311353477,-0.2258145697760906,0.10055831723763092,0.07792563283396547,-0.06797569223182912,-0.04360717592333569,-0.05474132485631743,0.03051121015763418,-0.06467271233019642,-0.10449955722157124,-0.1205541401919085,0.24666349042164468,0.2505603421204559,0.09846934990011427,0.6272618198743283,0.011905245778273496,0.3744684734270984,1.0,0.2246907311054519,0.2284458374763907,0.7531606659960152,0.16399849842839517,0.037958421156007456,0.13947851081319254,0.11841956032813701,0.2597652748113907
track_temp_x_tyre_stress,-0.17380226892621423,-0.07157396533820111,-0.19878837666457858,-0.10005071038035046,-0.06594189420324321,0.004969777950815373,-0.08558461566807635,0.05267127841164141,0.052436993710932384,0.25013038921389186,0.3653542793082968,-0.19126298873376063,-0.10612016364580855,0.24627057518249898,-0.1859689209001038,-0.06113537096157184,-0.13857336562409284,0.8418117108307485,0.4268142560730272,0.38891476312410933,0.3821391026361719,-0.12236227428655573,0.7303696180326292,0.2246907311054519,1.0,-0.22272711097119183,0.4060510725739676,0.1295813676294272,0.046217051129311106,0.08681149884847258,-0.02647108723790034,-0.11443724288763468
tire_age_x_traction,0.8198484249494121,0.7129395202632678,0.8255674192096557,0.753589235318255,0.42928653265952227,0.38323564023239437,-0.31896361687620384,-0.21308088379870213,-0.01988022571384347,0.06507603051557335,0.12063964330437202,0.024318232525667734,-0.020696341529561235,-0.048152196678517875,-0.0038907460918161927,-0.1361196080265397,0.5034225170375679,-0.2941389516166234,-0.1652354339824799,-0.3568185576568891,-0.21296392579653356,0.04832188868234424,-0.3170512702655184,0.2284458374763907,-0.22272711097119183,1.0,0.1452208131989775,-0.09520172030026156,-0.09364289461819342,-0.01768174568216484,0.18810553877477867,0.55996726422213
tire_age_x_lateral_load,0.5098130747618574,0.6077033392319328,0.3565437564162398,0.5786164757021335,0.3018975040429929,0.35477221304804396,-0.3680149364183356,-0.2263568674253103,0.06171143752196183,-0.02026664603167566,-0.08152201681055157,0.08151352288458304,-0.01598100296959345,0.12070427921955383,-0.04563486956983225,-0.12216585875980157,-0.3094186550475724,0.4776812541978605,0.4274848164007087,0.39694364072109545,0.3121715254823345,-0.259884342459351,0.6134966303375781,0.7531606659960152,0.4060510725739676,0.1452208131989775,1.0,0.032469893169095036,-0.026233045610027744,0.12858981209804718,0.19061548829188316,0.2421356183488576
soft_abrasiveness_interaction,-0.12454256448346403,-0.1298318208165172,-0.11642704358824005,-0.13319143130409658,-0.037435902286292934,-0.042761631995675994,0.04445670831848636,-0.05505078163522953,0.1354418284907864,-0.057837600383589774,-0.08817907080612641,-0.08778976711303811,-0.030518029586203414,-0.04311876664063498,-0.06291028355382548,0.12713735249333033,0.015422423588709348,0.16219383848032007,0.08076169751665009,-0.021277952179505087,0.4011735336519786,0.05576130671381457,0.1847850230002593,0.16399849842839517,0.1295813676294272,-0.09520172030026156,0.032469893169095036,1.0,0.8318131974073567,0.7010823872952681,-0.2324758971324296,-0.2226148862405837
soft_traction_interaction,-0.1411181726883056,-0.15594437154899224,-0.12886906044052016,-0.15647888817424804,-0.04118199186965438,-0.05218954366974501,0.07453396014515658,-0.11702693327336747,0.14842286250003148,-0.0671323538328268,-0.0437217361663177,-0.03522997356066333,-0.003408781514551569,-0.060785411037613216,-0.046876337066309975,0.1907976672513535,0.07334675522531747,0.07115326119583151,0.044720539873477856,-0.06059239859050155,0.19784401748301256,0.03302662816876087,0.08721644557794071,0.037958421156007456,0.046217051129311106,-0.09364289461819342,-0.026233045610027744,0.8318131974073567,1.0,0.7943192142263102,-0.26339894465055125,-0.25222626010932764
soft_age_interaction,0.01638296158396333,-0.00901647712901298,-0.02767881052354705,-0.012356828530359541,0.04056188235513348,0.016672946243298625,0.01747118958476819,-0.13278793013867554,0.13581084559868295,-0.08147657217601649,-0.02047933110902266,-0.004618035408849206,-0.027488751775967036,-0.02222823865892977,-0.06150501421157248,0.11353024092275463,-0.04060600288094164,0.10405440203658842,0.05175920800315527,-0.005800570862359301,0.13525778459799387,-0.02275525903137498,0.11846687411403926,0.13947851081319254,0.08681149884847258,-0.01768174568216484,0.12858981209804718,0.7010823872952681,0.7943192142263102,1.0,-0.23823370447904532,-0.22812846267269102
medium_age_interaction,0.2616810687981167,0.22721338223390813,0.20456480530587665,0.23288264500981762,0.007507705972084623,-0.022708826931927616,0.032361247299334775,-0.04482695901582414,-0.08495496778040704,0.02226637782390203,0.04625992811082763,-0.01610208039930816,-0.04787825028918326,-0.014237553243517567,-0.10553592910982579,0.03707820488031145,-0.023018056177271817,-0.04154381069105286,0.0064721491027727035,-0.021719186254038556,-0.07589796012225707,-0.06643229516268202,0.006360588690269642,0.11841956032813701,-0.02647108723790034,0.18810553877477867,0.19061548829188316,-0.2324758971324296,-0.26339894465055125,-0.23823370447904532,1.0,-0.38826982496430656
hard_age_interaction,0.6426821304589317,0.6455175536864041,0.6474912003960644,0.6556015123561887,0.4312826500803804,0.45088540894205215,-0.4231720866488196,-0.17575867147662338,0.010098355438050745,0.06575920326205681,0.07413654785730295,-0.06591810877334293,-0.10831254697679035,0.04346613930771787,-0.14996355831389394,-0.2137660583349408,0.0700920199393824,-0.15863415491342894,-0.10665823295514273,-0.0741253139550843,-0.13169585363034184,-0.008353872369568069,-0.16908876895478447,0.2597652748113907,-0.11443724288763468,0.55996726422213,0.2421356183488576,-0.2226148862405837,-0.25222626010932764,-0.22812846267269102,-0.38826982496430656,1.0
