feature_a,feature_b,correlation,absolute_correlation
TireAgeRatio,NormalizedLap,0.526805358723668,0.526805358723668
NormalizedLap,FuelLoad,-0.5109307003858108,0.5109307003858108
TyreLife,NormalizedLap,0.509907797442505,0.509907797442505
TyreLifeSquared,NormalizedLap,0.509907797442505,0.509907797442505
TireAgeRatio,LapNumber,0.5054485402515131,0.5054485402515131
TyreLifeKM,LapNumber,0.5021888678509822,0.5021888678509822
traction,tire_age_x_traction,0.5011001895209147,0.5011001895209147
TyreLifeKM,LapsRemaining,-0.49577414218659815,0.49577414218659815
LapNumber,FuelLoad,-0.4955813782184117,0.4955813782184117
asphalt_grip,tire_age_x_lateral_load,0.4930488517484919,0.4930488517484919
TireAgeRatio,LapsRemaining,-0.4887869617717029,0.4887869617717029
TrackTemp,Humidity,-0.48263353082361093,0.48263353082361093
tyre_stress,tire_age_x_lateral_load,0.4782003033689665,0.4782003033689665
LapsRemaining,FuelLoad,0.47524392530815485,0.47524392530815485
LapNumber,tire_age_x_traction,0.4577769550724965,0.4577769550724965
asphalt_grip,track_temp_x_tyre_stress,0.45700597870165915,0.45700597870165915
tyre_stress,asphalt_grip,0.4367259566508091,0.4367259566508091
NormalizedLap,tire_age_x_traction,0.43574017500808077,0.43574017500808077
lateral_load,tire_age_x_abrasiveness,0.4320728090460951,0.4320728090460951
abrasiveness,tire_age_x_lateral_load,0.4310394335464959,0.4310394335464959
corner_speed_energy,tire_age_x_lateral_load,0.42932956115335574,0.42932956115335574
asphalt_grip,corner_speed_energy,0.4252435953275252,0.4252435953275252
tyre_stress,abrasiveness,0.42415657303260207,0.42415657303260207
asphalt_grip,abrasiveness,0.42084723065931434,0.42084723065931434
NormalizedLap,hard_age_interaction,0.4179721203089422,0.4179721203089422
TyreLifeSquared,LapsRemaining,-0.41768731483722227,0.41768731483722227
TyreLife,LapsRemaining,-0.41768731483722227,0.41768731483722227
track_temp_x_tyre_stress,tire_age_x_lateral_load,0.4128622885759604,0.4128622885759604
TrackTemp,track_temp_x_tyre_stress,0.40557217773839316,0.40557217773839316
tire_age_x_abrasiveness,tire_age_x_traction,0.40265769543719887,0.40265769543719887
LapsRemaining,hard_age_interaction,-0.40260797579009433,0.40260797579009433
LapNumber,hard_age_interaction,0.3967966566413501,0.3967966566413501
TireAgeRatio,hard_age_interaction,0.37980172937498413,0.37980172937498413
TyreLifeKM,hard_age_interaction,0.3786597596047016,0.3786597596047016
corner_speed_energy,track_temp_x_tyre_stress,0.37717414764124296,0.37717414764124296
AirTemp,Humidity,-0.36919940155150827,0.36919940155150827
corner_speed_energy,tire_age_x_traction,-0.3678720868701362,0.3678720868701362
TyreLife,hard_age_interaction,0.35880744853862173,0.35880744853862173
TyreLifeSquared,hard_age_interaction,0.35880744853862173,0.35880744853862173
traction,tire_age_x_lateral_load,-0.35743825305537047,0.35743825305537047
LapsRemaining,tire_age_x_traction,-0.352824838539539,0.352824838539539
traction,braking_severity,0.3524383870335387,0.3524383870335387
abrasiveness,track_temp_x_tyre_stress,0.3488945493771694,0.3488945493771694
soft_traction_interaction,medium_age_interaction,-0.3415732194864515,0.3415732194864515
soft_age_interaction,medium_age_interaction,-0.3412176641577763,0.3412176641577763
Humidity,IsWet,0.33893793592798577,0.33893793592798577
asphalt_grip,tire_age_x_abrasiveness,0.3352136514445787,0.3352136514445787
soft_traction_interaction,hard_age_interaction,-0.33310169558518093,0.33310169558518093
soft_age_interaction,hard_age_interaction,-0.33275495855751197,0.33275495855751197
NormalizedLap,tire_age_x_abrasiveness,0.33196124465550764,0.33196124465550764
LapsRemaining,tire_age_x_lateral_load,-0.3317770983026353,0.3317770983026353
soft_abrasiveness_interaction,medium_age_interaction,-0.32942640956241237,0.32942640956241237
NormalizedLap,tire_age_x_lateral_load,0.3250511238235077,0.3250511238235077
braking_severity,lateral_load,-0.3234246587548456,0.3234246587548456
LapNumber,tire_age_x_abrasiveness,0.32146433131254504,0.32146433131254504
soft_abrasiveness_interaction,hard_age_interaction,-0.32125614461449414,0.32125614461449414
tire_age_x_traction,tire_age_x_lateral_load,0.3162523228959473,0.3162523228959473
traction,lateral_load,-0.31537410725608894,0.31537410725608894
TrackTemp,IsWet,-0.314570114813362,0.314570114813362
LapsRemaining,tire_age_x_abrasiveness,-0.3036870713574063,0.3036870713574063
tire_age_x_traction,hard_age_interaction,0.2914163732036408,0.2914163732036408
TireAgeRatio,FuelLoad,-0.28786408162603067,0.28786408162603067
TyreLifeKM,FuelLoad,-0.28738622085225934,0.28738622085225934
LapNumber,tire_age_x_lateral_load,0.2862974596298474,0.2862974596298474
TyreLife,FuelLoad,-0.28283269760500596,0.28283269760500596
TyreLifeSquared,FuelLoad,-0.28283269760500596,0.28283269760500596
LapsRemaining,FuelLoadMissing,0.2690331923421391,0.2690331923421391
NormalizedLap,FuelLoadMissing,-0.26689501161659157,0.26689501161659157
Stint,FuelLoadMissing,0.2657491013504147,0.2657491013504147
WindSpeed,track_temp_x_tyre_stress,0.26460183972431917,0.26460183972431917
LapNumber,FuelLoadMissing,-0.2639360954255335,0.2639360954255335
WindSpeed,tyre_stress,0.2623716954436606,0.2623716954436606
tyre_stress,tire_age_x_abrasiveness,0.24988726748467244,0.24988726748467244
AirTemp,IsWet,-0.24891477463094405,0.24891477463094405
braking_severity,tire_age_x_lateral_load,-0.24689517886280352,0.24689517886280352
FuelLoadMissing,hard_age_interaction,-0.24337795554774863,0.24337795554774863
AirTemp,asphalt_grip,0.235660175679634,0.235660175679634
corner_speed_energy,braking_severity,-0.23518527267601871,0.23518527267601871
Humidity,Rainfall,0.23157402140921723,0.23157402140921723
FuelLoad,tire_age_x_traction,-0.23033220307540794,0.23033220307540794
TrackTemp,corner_speed_energy,-0.23021370597577287,0.23021370597577287
AirTemp,track_temp_x_tyre_stress,0.22874267573028623,0.22874267573028623
TrackTemp,Rainfall,-0.2187677157074665,0.2187677157074665
traction,tyre_stress,-0.21636526400793984,0.21636526400793984
abrasiveness,soft_abrasiveness_interaction,0.20905188602710847,0.20905188602710847
lateral_load,tire_age_x_traction,-0.2074699420245569,0.2074699420245569
AirTemp,traction,0.2056912751294604,0.2056912751294604
IsWet,track_temp_x_tyre_stress,-0.19970422565306412,0.19970422565306412
tire_age_x_abrasiveness,track_temp_x_tyre_stress,0.19885232463405672,0.19885232463405672
FuelLoadMissing,soft_traction_interaction,0.19739329521275353,0.19739329521275353
corner_speed_energy,abrasiveness,0.19648345410969262,0.19648345410969262
AirTemp,tyre_stress,-0.19281129754482895,0.19281129754482895
IsWet,hard_age_interaction,-0.19093415789952503,0.19093415789952503
AirTemp,Rainfall,-0.18831771885726886,0.18831771885726886
WindSpeed,lateral_load,0.18770008194158844,0.18770008194158844
FuelLoadMissing,soft_age_interaction,0.1870061559247833,0.1870061559247833
FuelLoad,tire_age_x_lateral_load,-0.18606766923045387,0.18606766923045387
FuelLoad,tire_age_x_abrasiveness,-0.18138591320424866,0.18138591320424866
tyre_stress,tire_age_x_traction,-0.1808833501624989,0.1808833501624989
lateral_load,soft_abrasiveness_interaction,0.1771598099034286,0.1771598099034286
traction,tire_age_x_abrasiveness,-0.17592699852330232,0.17592699852330232
Humidity,asphalt_grip,0.1757920361092989,0.1757920361092989
TyreLifeKM,FuelLoadMissing,-0.1658044593236118,0.1658044593236118
NormalizedLap,medium_age_interaction,-0.16430074652547016,0.16430074652547016
TireAgeRatio,FuelLoadMissing,-0.16395935208139595,0.16395935208139595
TrackTemp,traction,0.16282402686347905,0.16282402686347905
TyreLife,FuelLoadMissing,-0.1602351424394432,0.1602351424394432
TyreLifeSquared,FuelLoadMissing,-0.1602351424394432,0.1602351424394432
Stint,medium_age_interaction,-0.1588119118928827,0.1588119118928827
LapsRemaining,medium_age_interaction,0.1574136247937869,0.1574136247937869
AirTemp,corner_speed_energy,-0.1565373422577688,0.1565373422577688
traction,asphalt_grip,-0.15644192315008446,0.15644192315008446
Humidity,track_temp_x_tyre_stress,-0.15405120688592183,0.15405120688592183
TrackTemp,tyre_stress,-0.1540408078229111,0.1540408078229111
LapNumber,medium_age_interaction,-0.15168998763595343,0.15168998763595343
corner_speed_energy,tire_age_x_abrasiveness,0.1493576732435049,0.1493576732435049
tyre_stress,braking_severity,-0.14849830540574407,0.14849830540574407
TireAgeRatio,soft_traction_interaction,-0.14833447239893227,0.14833447239893227
FuelLoadMissing,soft_abrasiveness_interaction,0.1483087844081234,0.1483087844081234
TyreLifeKM,soft_traction_interaction,-0.14642537458069307,0.14642537458069307
tyre_stress,soft_abrasiveness_interaction,0.14383610672229238,0.14383610672229238
abrasiveness,soft_traction_interaction,0.140388900153958,0.140388900153958
Rainfall,hard_age_interaction,-0.13948447106604583,0.13948447106604583
FuelLoad,soft_age_interaction,-0.13936021545103824,0.13936021545103824
braking_severity,tire_age_x_traction,0.13903274695658405,0.13903274695658405
TyreLifeSquared,tyre_stress,-0.1361068514356962,0.1361068514356962
TyreLife,tyre_stress,-0.1361068514356962,0.1361068514356962
FuelLoadMissing,tire_age_x_traction,-0.1360937936423459,0.1360937936423459
lateral_load,hard_age_interaction,-0.13526365935699458,0.13526365935699458
braking_severity,track_temp_x_tyre_stress,-0.13508653524330158,0.13508653524330158
IsWet,medium_age_interaction,-0.1350803209508603,0.1350803209508603
FuelLoad,soft_traction_interaction,-0.1341086359076693,0.1341086359076693
tire_age_x_abrasiveness,hard_age_interaction,0.13379240856737498,0.13379240856737498
WindSpeed,tire_age_x_lateral_load,0.13341951666981045,0.13341951666981045
LapsRemaining,tyre_stress,-0.1314321266475431,0.1314321266475431
AirTemp,braking_severity,0.1314121843307109,0.1314121843307109
abrasiveness,soft_age_interaction,0.13028104808183014,0.13028104808183014
TireAgeRatio,soft_abrasiveness_interaction,-0.1296002984797839,0.1296002984797839
TyreLife,soft_traction_interaction,-0.12950829582542525,0.12950829582542525
TyreLifeSquared,soft_traction_interaction,-0.12950829582542525,0.12950829582542525
lateral_load,soft_age_interaction,0.12722199772920165,0.12722199772920165
TyreLifeKM,soft_abrasiveness_interaction,-0.12520163288536465,0.12520163288536465
WindSpeed,asphalt_grip,0.12458116147868056,0.12458116147868056
AirTemp,abrasiveness,0.12212113944626435,0.12212113944626435
Stint,soft_traction_interaction,0.12186809364943457,0.12186809364943457
Stint,abrasiveness,0.12177335133105587,0.12177335133105587
TyreLifeSquared,abrasiveness,-0.12143897904498539,0.12143897904498539
TyreLife,abrasiveness,-0.12143897904498539,0.12143897904498539
LapsRemaining,TrackTemp,0.12120104739969433,0.12120104739969433
Stint,soft_age_interaction,0.12106352078839401,0.12106352078839401
FuelLoad,TrackTemp,0.12014627969185601,0.12014627969185601
lateral_load,soft_traction_interaction,0.11638515631849844,0.11638515631849844
TrackTemp,lateral_load,-0.11571053831251336,0.11571053831251336
Humidity,hard_age_interaction,-0.11542250750573305,0.11542250750573305
TireAgeRatio,soft_age_interaction,-0.11450914495513592,0.11450914495513592
TyreLife,soft_abrasiveness_interaction,-0.11425125997678563,0.11425125997678563
TyreLifeSquared,soft_abrasiveness_interaction,-0.11425125997678563,0.11425125997678563
Stint,soft_abrasiveness_interaction,0.11415369448183574,0.11415369448183574
FuelLoadMissing,tire_age_x_lateral_load,-0.11389015846997128,0.11389015846997128
AirTemp,tire_age_x_traction,0.11362014473199682,0.11362014473199682
Humidity,lateral_load,0.11260010278110923,0.11260010278110923
TyreLife,track_temp_x_tyre_stress,-0.11251870190388844,0.11251870190388844
TyreLifeSquared,track_temp_x_tyre_stress,-0.11251870190388844,0.11251870190388844
TyreLifeKM,soft_age_interaction,-0.11230420836468163,0.11230420836468163
Stint,hard_age_interaction,0.11156084709814389,0.11156084709814389
AirTemp,soft_abrasiveness_interaction,-0.11116515257685643,0.11116515257685643
LapNumber,corner_speed_energy,-0.11031908676037619,0.11031908676037619
FuelLoadMissing,tire_age_x_abrasiveness,-0.11000168492532748,0.11000168492532748
LapsRemaining,corner_speed_energy,-0.10963181126085272,0.10963181126085272
TireAgeRatio,abrasiveness,-0.10959642517084783,0.10959642517084783
AirTemp,soft_age_interaction,-0.108928958663748,0.108928958663748
tyre_stress,hard_age_interaction,-0.1075497832221574,0.1075497832221574
Stint,tire_age_x_abrasiveness,0.10739629883124634,0.10739629883124634
LapsRemaining,lateral_load,-0.10559035650984519,0.10559035650984519
AirTemp,tire_age_x_abrasiveness,0.10511568455634769,0.10511568455634769
LapsRemaining,IsWet,0.10489466629888727,0.10489466629888727
tyre_stress,soft_age_interaction,0.10431288653769039,0.10431288653769039
AirTemp,soft_traction_interaction,-0.10394292497255979,0.10394292497255979
TyreLifeSquared,lateral_load,-0.10356851201436135,0.10356851201436135
TyreLife,lateral_load,-0.10356851201436135,0.10356851201436135
Rainfall,track_temp_x_tyre_stress,-0.10318544415428448,0.10318544415428448
tire_age_x_lateral_load,medium_age_interaction,0.10315371749579778,0.10315371749579778
asphalt_grip,braking_severity,-0.10290199077679334,0.10290199077679334
WindSpeed,traction,-0.10223706179420308,0.10223706179420308
track_temp_x_tyre_stress,soft_abrasiveness_interaction,0.09998470126711337,0.09998470126711337
tire_age_x_abrasiveness,soft_abrasiveness_interaction,0.09984397977938675,0.09984397977938675
AirTemp,hard_age_interaction,0.09976559173384578,0.09976559173384578
Stint,tyre_stress,0.09969905786687458,0.09969905786687458
FuelLoad,soft_abrasiveness_interaction,-0.09948326286257239,0.09948326286257239
tire_age_x_traction,soft_abrasiveness_interaction,-0.09708306435581346,0.09708306435581346
abrasiveness,braking_severity,0.09683576678497927,0.09683576678497927
tire_age_x_lateral_load,hard_age_interaction,0.09660470377443525,0.09660470377443525
WindSpeed,IsWet,-0.09617229147346942,0.09617229147346942
asphalt_grip,soft_abrasiveness_interaction,0.0952040889374995,0.0952040889374995
tyre_stress,soft_traction_interaction,0.09458986378454766,0.09458986378454766
TyreLife,corner_speed_energy,-0.09454370280502869,0.09454370280502869
TyreLifeSquared,corner_speed_energy,-0.09454370280502869,0.09454370280502869
track_temp_x_tyre_stress,tire_age_x_traction,-0.09409820789537798,0.09409820789537798
asphalt_grip,tire_age_x_traction,-0.09358432288713722,0.09358432288713722
TyreLifeSquared,medium_age_interaction,0.09351371248513109,0.09351371248513109
TyreLife,medium_age_interaction,0.09351371248513109,0.09351371248513109
abrasiveness,tire_age_x_traction,-0.09293850500926283,0.09293850500926283
TrackTemp,tire_age_x_traction,0.09275827547124096,0.09275827547124096
TyreLife,soft_age_interaction,-0.09218437834501018,0.09218437834501018
TyreLifeSquared,soft_age_interaction,-0.09218437834501018,0.09218437834501018
LapsRemaining,soft_traction_interaction,0.09164985810289093,0.09164985810289093
Stint,TrackTemp,-0.09133454560943977,0.09133454560943977
TyreLifeKM,abrasiveness,-0.09119533412449705,0.09119533412449705
Stint,tire_age_x_lateral_load,0.09107966601362243,0.09107966601362243
FuelLoadMissing,medium_age_interaction,0.09006820066156475,0.09006820066156475
asphalt_grip,hard_age_interaction,-0.09000533025263405,0.09000533025263405
Stint,AirTemp,-0.08980437833800138,0.08980437833800138
TireAgeRatio,medium_age_interaction,0.08951262214027476,0.08951262214027476
Stint,lateral_load,0.08924182784493273,0.08924182784493273
TyreLifeKM,medium_age_interaction,0.08900815530220237,0.08900815530220237
tire_age_x_traction,soft_traction_interaction,-0.08687025980173065,0.08687025980173065
traction,track_temp_x_tyre_stress,-0.08681608900339996,0.08681608900339996
TrackTemp,hard_age_interaction,0.08464574618234398,0.08464574618234398
LapsRemaining,asphalt_grip,-0.08401878851283055,0.08401878851283055
TrackTemp,medium_age_interaction,0.08392353289969291,0.08392353289969291
LapsRemaining,soft_age_interaction,0.08386474905408071,0.08386474905408071
TrackTemp,tire_age_x_lateral_load,-0.08330774851866166,0.08330774851866166
IsWet,abrasiveness,-0.08194133832196966,0.08194133832196966
NormalizedLap,TrackTemp,-0.08085155559164933,0.08085155559164933
TrackTemp,abrasiveness,-0.08061335547570728,0.08061335547570728
NormalizedLap,IsWet,-0.08009576108935276,0.08009576108935276
Humidity,tyre_stress,0.07955425383020583,0.07955425383020583
Rainfall,braking_severity,-0.0781531236151778,0.0781531236151778
abrasiveness,hard_age_interaction,-0.07562507947402856,0.07562507947402856
LapsRemaining,Rainfall,0.07561008357642439,0.07561008357642439
IsWet,tire_age_x_abrasiveness,-0.07509886940862982,0.07509886940862982
TrackTemp,tire_age_x_abrasiveness,-0.07473480442634195,0.07473480442634195
tire_age_x_lateral_load,soft_abrasiveness_interaction,0.07425572442002941,0.07425572442002941
WindSpeed,corner_speed_energy,0.07414804550218573,0.07414804550218573
WindSpeed,FuelLoadMissing,-0.07405405244741842,0.07405405244741842
TyreLife,asphalt_grip,-0.07313997918943488,0.07313997918943488
TyreLifeSquared,asphalt_grip,-0.07313997918943488,0.07313997918943488
FuelLoad,hard_age_interaction,-0.0724584148954349,0.0724584148954349
LapNumber,track_temp_x_tyre_stress,-0.07213583456434314,0.07213583456434314
track_temp_x_tyre_stress,soft_age_interaction,0.0719020930354952,0.0719020930354952
NormalizedLap,soft_traction_interaction,-0.07113270650147105,0.07113270650147105
IsWet,soft_abrasiveness_interaction,-0.07063071422815909,0.07063071422815909
FuelLoad,track_temp_x_tyre_stress,0.07061856332211333,0.07061856332211333
tire_age_x_traction,medium_age_interaction,0.07042207706405103,0.07042207706405103
TrackTemp,soft_abrasiveness_interaction,-0.07040672361073214,0.07040672361073214
Humidity,tire_age_x_lateral_load,0.07018397911986189,0.07018397911986189
TrackTemp,braking_severity,-0.06917232243071005,0.06917232243071005
LapNumber,asphalt_grip,-0.0691617824984287,0.0691617824984287
tire_age_x_traction,soft_age_interaction,-0.06863161705745811,0.06863161705745811
AirTemp,medium_age_interaction,0.06859503854116765,0.06859503854116765
FuelLoadMissing,track_temp_x_tyre_stress,-0.0683699149074865,0.0683699149074865
LapsRemaining,soft_abrasiveness_interaction,0.06757574193695141,0.06757574193695141
Humidity,corner_speed_energy,0.06728648484311579,0.06728648484311579
Rainfall,abrasiveness,-0.06672010605422507,0.06672010605422507
Rainfall,tire_age_x_abrasiveness,-0.06651196531187703,0.06651196531187703
Stint,IsWet,-0.06622136798520069,0.06622136798520069
Rainfall,medium_age_interaction,-0.06548753156170624,0.06548753156170624
Humidity,abrasiveness,-0.06441565540150562,0.06441565540150562
tire_age_x_abrasiveness,soft_age_interaction,0.06342830609377792,0.06342830609377792
TyreLifeKM,Rainfall,-0.06270318977503425,0.06270318977503425
IsWet,soft_age_interaction,-0.06230351516857968,0.06230351516857968
TireAgeRatio,track_temp_x_tyre_stress,-0.061997154955595046,0.061997154955595046
FuelLoadMissing,asphalt_grip,-0.061530309879497334,0.061530309879497334
LapNumber,IsWet,-0.06147986858419134,0.06147986858419134
LapsRemaining,braking_severity,-0.06108822529318757,0.06108822529318757
tire_age_x_abrasiveness,medium_age_interaction,0.06074170640528951,0.06074170640528951
TrackTemp,FuelLoadMissing,-0.06069309359820764,0.06069309359820764
LapNumber,soft_traction_interaction,-0.060690778315650194,0.060690778315650194
TrackTemp,soft_traction_interaction,-0.05926085934114093,0.05926085934114093
TireAgeRatio,Rainfall,-0.05924703059511267,0.05924703059511267
FuelLoad,IsWet,0.059193767249466143,0.059193767249466143
asphalt_grip,soft_age_interaction,0.059017910523431506,0.059017910523431506
Stint,braking_severity,-0.058402447477574025,0.058402447477574025
track_temp_x_tyre_stress,soft_traction_interaction,0.05816913525955153,0.05816913525955153
NormalizedLap,soft_age_interaction,-0.05807889272392619,0.05807889272392619
tire_age_x_lateral_load,soft_age_interaction,0.05787736064801675,0.05787736064801675
FuelLoad,WindSpeed,0.05774674687623168,0.05774674687623168
track_temp_x_tyre_stress,hard_age_interaction,-0.05745155224882562,0.05745155224882562
NormalizedLap,Rainfall,-0.057224160488253115,0.057224160488253115
IsWet,soft_traction_interaction,-0.057070655086329046,0.057070655086329046
IsWet,tire_age_x_lateral_load,-0.05646435942951583,0.05646435942951583
TireAgeRatio,tyre_stress,-0.056320442228692015,0.056320442228692015
IsWet,lateral_load,-0.05625642605459253,0.05625642605459253
asphalt_grip,soft_traction_interaction,0.05619732245039033,0.05619732245039033
NormalizedLap,soft_abrasiveness_interaction,-0.056150836894780495,0.056150836894780495
track_temp_x_tyre_stress,medium_age_interaction,0.05382376576054174,0.05382376576054174
TyreLifeSquared,braking_severity,-0.05352654558853808,0.05352654558853808
TyreLife,braking_severity,-0.05352654558853808,0.05352654558853808
LapNumber,TrackTemp,-0.053124693387099686,0.053124693387099686
traction,soft_abrasiveness_interaction,-0.05224850704019548,0.05224850704019548
TrackTemp,soft_age_interaction,-0.051946675660686684,0.051946675660686684
LapNumber,tyre_stress,-0.05166641187162295,0.05166641187162295
WindSpeed,abrasiveness,0.051287049053453035,0.051287049053453035
AirTemp,lateral_load,-0.05067461701536406,0.05067461701536406
LapNumber,Humidity,0.05052260585502897,0.05052260585502897
TrackTemp,WindSpeed,0.050077778283989335,0.050077778283989335
LapNumber,soft_abrasiveness_interaction,-0.04958614543962469,0.04958614543962469
WindSpeed,braking_severity,-0.04900915739899182,0.04900915739899182
Humidity,FuelLoadMissing,-0.048857379480478406,0.048857379480478406
LapsRemaining,track_temp_x_tyre_stress,-0.04855991702490576,0.04855991702490576
TyreLifeKM,IsWet,-0.04829281894033858,0.04829281894033858
LapNumber,Rainfall,-0.046921139478635576,0.046921139478635576
corner_speed_energy,hard_age_interaction,-0.04680494100792604,0.04680494100792604
Rainfall,WindSpeed,-0.046071693514423695,0.046071693514423695
Stint,WindSpeed,-0.0455069254601828,0.0455069254601828
WindSpeed,tire_age_x_abrasiveness,0.04540693461801012,0.04540693461801012
LapNumber,soft_age_interaction,-0.04520037497242832,0.04520037497242832
braking_severity,medium_age_interaction,-0.0451560121708163,0.0451560121708163
LapNumber,lateral_load,-0.04506798720460385,0.04506798720460385
WindSpeed,soft_traction_interaction,-0.045038122724939816,0.045038122724939816
Rainfall,traction,0.04493355816324547,0.04493355816324547
traction,hard_age_interaction,0.04450852366351571,0.04450852366351571
WindSpeed,hard_age_interaction,0.04438857842072172,0.04438857842072172
IsWet,corner_speed_energy,-0.04405277426696437,0.04405277426696437
TireAgeRatio,IsWet,-0.043623774127110146,0.043623774127110146
TyreLifeKM,track_temp_x_tyre_stress,-0.043519345561488225,0.043519345561488225
TyreLifeSquared,Stint,0.04344025995639964,0.04344025995639964
TyreLife,Stint,0.04344025995639964,0.04344025995639964
tire_age_x_abrasiveness,soft_traction_interaction,0.04335824988685744,0.04335824988685744
FuelLoadMissing,lateral_load,-0.043324757307767504,0.043324757307767504
IsWet,FuelLoadMissing,-0.041539211166945623,0.041539211166945623
Humidity,tire_age_x_abrasiveness,-0.04132813265371639,0.04132813265371639
NormalizedLap,Humidity,0.041309093920873265,0.041309093920873265
TyreLifeSquared,Rainfall,-0.040731741489267365,0.040731741489267365
TyreLife,Rainfall,-0.040731741489267365,0.040731741489267365
lateral_load,medium_age_interaction,0.04046863243452638,0.04046863243452638
FuelLoadMissing,abrasiveness,-0.040392980778660985,0.040392980778660985
FuelLoad,asphalt_grip,0.040238171417555715,0.040238171417555715
IsWet,tyre_stress,-0.039190348362563125,0.039190348362563125
TireAgeRatio,Stint,0.038796646364452354,0.038796646364452354
LapsRemaining,abrasiveness,-0.038710434269109244,0.038710434269109244
Stint,tire_age_x_traction,0.03870165081045687,0.03870165081045687
TireAgeRatio,lateral_load,-0.038638614271751894,0.038638614271751894
Stint,track_temp_x_tyre_stress,0.03860404712725844,0.03860404712725844
TyreLifeKM,Stint,0.03743078629693627,0.03743078629693627
IsWet,traction,0.037399942400195785,0.037399942400195785
asphalt_grip,medium_age_interaction,0.03693576098661397,0.03693576098661397
Stint,Humidity,0.03501128693149647,0.03501128693149647
LapsRemaining,Humidity,-0.034917612409718704,0.034917612409718704
TyreLifeKM,tyre_stress,-0.034842657608482916,0.034842657608482916
WindSpeed,tire_age_x_traction,-0.03373740265995727,0.03373740265995727
traction,medium_age_interaction,-0.03366432390951717,0.03366432390951717
Rainfall,soft_abrasiveness_interaction,-0.03287373006308207,0.03287373006308207
LapsRemaining,WindSpeed,-0.0326929972710624,0.0326929972710624
WindSpeed,soft_age_interaction,-0.03264097213846021,0.03264097213846021
Humidity,tire_age_x_traction,0.03260913216673455,0.03260913216673455
traction,soft_age_interaction,-0.032490128911116974,0.032490128911116974
corner_speed_energy,medium_age_interaction,0.03144225650040482,0.03144225650040482
Humidity,medium_age_interaction,-0.030500219476606118,0.030500219476606118
LapNumber,traction,0.030312923233886308,0.030312923233886308
FuelLoad,AirTemp,0.02978975644849873,0.02978975644849873
