,TyreLife,TyreLifeKM,TyreLifeSquared,TireAgeRatio,LapNumber,NormalizedLap,LapsRemaining,FuelLoad,Stint,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,IsWet,FuelLoadMissing,traction,tyre_stress,asphalt_grip,corner_speed_energy,abrasiveness,braking_severity,lateral_load,tire_age_x_abrasiveness,track_temp_x_tyre_stress,tire_age_x_traction,tire_age_x_lateral_load,soft_abrasiveness_interaction,soft_traction_interaction,soft_age_interaction,medium_age_interaction,hard_age_interaction
Rainfall,-0.040731741489267365,-0.06270318977503425,-0.040731741489267365,-0.05924703059511267,-0.046921139478635576,-0.057224160488253115,0.07561008357642439,0.023923578655026867,-0.012847147902310032,-0.18831771885726886,-0.2187677157074665,0.23157402140921723,1.0,-0.046071693514423695,0.7613740780732492,-0.006265131946022263,0.04493355816324547,0.01715354844638674,0.019068351890264457,-0.023198699531218878,-0.06672010605422507,-0.0781531236151778,0.001071440476102994,-0.06651196531187703,-0.10318544415428448,0.0016842285424393025,-0.02493951727327001,-0.03287373006308207,-0.013439134141449038,-0.02018494133102438,-0.06548753156170624,-0.13948447106604583
WindSpeed,-0.006682424131588329,0.012879120349621631,-0.006682424131588329,0.004084968638953638,-0.0008300203473116658,0.007724860695776794,-0.0326929972710624,0.05774674687623168,-0.0455069254601828,-0.0015335057454775622,0.050077778283989335,-0.02060174140398358,-0.046071693514423695,1.0,-0.09617229147346942,-0.07405405244741842,-0.10223706179420308,0.2623716954436606,0.12458116147868056,0.07414804550218573,0.051287049053453035,-0.04900915739899182,0.18770008194158844,0.04540693461801012,0.26460183972431917,-0.03373740265995727,0.13341951666981045,-0.023579603833304662,-0.045038122724939816,-0.03264097213846021,0.02668476220022216,0.04438857842072172
IsWet,-0.014138838696661788,-0.04829281894033858,-0.014138838696661788,-0.043623774127110146,-0.06147986858419134,-0.08009576108935276,0.10489466629888727,0.059193767249466143,-0.06622136798520069,-0.24891477463094405,-0.314570114813362,0.33893793592798577,0.7613740780732492,-0.09617229147346942,1.0,-0.041539211166945623,0.037399942400195785,-0.039190348362563125,-0.02565393169412053,-0.04405277426696437,-0.08194133832196966,-0.028829246687069147,-0.05625642605459253,-0.07509886940862982,-0.19970422565306412,0.01652473586680311,-0.05646435942951583,-0.07063071422815909,-0.057070655086329046,-0.06230351516857968,-0.1350803209508603,-0.19093415789952503
FuelLoadMissing,-0.1602351424394432,-0.1658044593236118,-0.1602351424394432,-0.16395935208139595,-0.2639360954255335,-0.26689501161659157,0.2690331923421391,-0.6115723272028918,0.2657491013504147,-0.02485909738134332,-0.06069309359820764,-0.048857379480478406,-0.006265131946022263,-0.07405405244741842,-0.041539211166945623,1.0,-0.009813967150086443,-0.02385303287680226,-0.061530309879497334,-0.024411400358329945,-0.040392980778660985,-0.023771256807009093,-0.043324757307767504,-0.11000168492532748,-0.0683699149074865,-0.1360937936423459,-0.11389015846997128,0.1483087844081234,0.19739329521275353,0.1870061559247833,0.09006820066156475,-0.24337795554774863
traction,-0.0010365246853782544,-0.021559471157107667,-0.0010365246853782544,-0.003623363797910739,0.030312923233886308,0.020211804485135963,-0.007074052913839902,0.012194448415264089,-0.012985852543614654,0.2056912751294604,0.16282402686347905,0.007042064772022248,0.04493355816324547,-0.10223706179420308,0.037399942400195785,-0.009813967150086443,1.0,-0.21636526400793984,-0.15644192315008446,-0.5293967235832032,-0.029501419431780394,0.3524383870335387,-0.31537410725608894,-0.17592699852330232,-0.08681608900339996,0.5011001895209147,-0.35743825305537047,-0.05224850704019548,-0.00045788079453414315,-0.032490128911116974,-0.03366432390951717,0.04450852366351571
tyre_stress,-0.1361068514356962,-0.034842657608482916,-0.1361068514356962,-0.056320442228692015,-0.05166641187162295,0.028022400736491995,-0.1314321266475431,-0.0015546469902383085,0.09969905786687458,-0.19281129754482895,-0.1540408078229111,0.07955425383020583,0.01715354844638674,0.2623716954436606,-0.039190348362563125,-0.02385303287680226,-0.21636526400793984,1.0,0.4367259566508091,0.5556814313226958,0.42415657303260207,-0.14849830540574407,0.8180946511947537,0.24988726748467244,0.8073334559024411,-0.1808833501624989,0.4782003033689665,0.14383610672229238,0.09458986378454766,0.10431288653769039,0.0059919583974795505,-0.1075497832221574
asphalt_grip,-0.07313997918943488,0.005757078164058713,-0.07313997918943488,-0.009809664973955941,-0.0691617824984287,-0.004354987002875009,-0.08401878851283055,0.040238171417555715,0.024575796388234025,0.235660175679634,-0.025764179564904763,0.1757920361092989,0.019068351890264457,0.12458116147868056,-0.02565393169412053,-0.061530309879497334,-0.15644192315008446,0.4367259566508091,1.0,0.4252435953275252,0.42084723065931434,-0.10290199077679334,0.6897283505296743,0.3352136514445787,0.45700597870165915,-0.09358432288713722,0.4930488517484919,0.0952040889374995,0.05619732245039033,0.059017910523431506,0.03693576098661397,-0.09000533025263405
corner_speed_energy,-0.09454370280502869,0.015262318339794367,-0.09454370280502869,-0.00024744838637247367,-0.11031908676037619,-0.01166110682929784,-0.10963181126085272,-0.005163100377533217,0.029705721242472134,-0.1565373422577688,-0.23021370597577287,0.06728648484311579,-0.023198699531218878,0.07414804550218573,-0.04405277426696437,-0.024411400358329945,-0.5293967235832032,0.5556814313226958,0.4252435953275252,1.0,0.19648345410969262,-0.23518527267601871,0.6387657548997032,0.1493576732435049,0.37717414764124296,-0.3678720868701362,0.42932956115335574,0.008351096408901085,-0.028541522230700767,-0.012706466281809601,0.03144225650040482,-0.04680494100792604
abrasiveness,-0.12143897904498539,-0.09119533412449705,-0.12143897904498539,-0.10959642517084783,0.007970769498912249,0.021107700682087793,-0.038710434269109244,0.0265045489010157,0.12177335133105587,0.12212113944626435,-0.08061335547570728,-0.06441565540150562,-0.06672010605422507,0.051287049053453035,-0.08194133832196966,-0.040392980778660985,-0.029501419431780394,0.42415657303260207,0.42084723065931434,0.19648345410969262,1.0,0.09683576678497927,0.5860706120697013,0.67836568207128,0.3488945493771694,-0.09293850500926283,0.4310394335464959,0.20905188602710847,0.140388900153958,0.13028104808183014,-0.02915981116804164,-0.07562507947402856
braking_severity,-0.05352654558853808,-0.0043445931174612255,-0.05352654558853808,-0.019752398995562463,-0.018325164843365487,0.01631259796157942,-0.06108822529318757,0.019968896906108043,-0.058402447477574025,0.1314121843307109,-0.06917232243071005,0.019672992538585326,-0.0781531236151778,-0.04900915739899182,-0.028829246687069147,-0.023771256807009093,0.3524383870335387,-0.14849830540574407,-0.10290199077679334,-0.23518527267601871,0.09683576678497927,1.0,-0.3234246587548456,0.00977789607795173,-0.13508653524330158,0.13903274695658405,-0.24689517886280352,0.01310358641678406,0.014569270651298016,-0.0032015123823807283,-0.0451560121708163,0.028527899122399947
lateral_load,-0.10356851201436135,-0.019773420748214747,-0.10356851201436135,-0.038638614271751894,-0.04506798720460385,0.020144069074872657,-0.10559035650984519,0.012663923301819842,0.08924182784493273,-0.05067461701536406,-0.11571053831251336,0.11260010278110923,0.001071440476102994,0.18770008194158844,-0.05625642605459253,-0.043324757307767504,-0.31537410725608894,0.8180946511947537,0.6897283505296743,0.6387657548997032,0.5860706120697013,-0.3234246587548456,1.0,0.4320728090460951,0.701287837946186,-0.2074699420245569,0.6752235605027004,0.1771598099034286,0.11638515631849844,0.12722199772920165,0.04046863243452638,-0.13526365935699458
tire_age_x_abrasiveness,0.5391457071215694,0.5605169840979412,0.5391457071215694,0.5428631948081771,0.32146433131254504,0.33196124465550764,-0.3036870713574063,-0.18138591320424866,0.10739629883124634,0.10511568455634769,-0.07473480442634195,-0.04132813265371639,-0.06651196531187703,0.04540693461801012,-0.07509886940862982,-0.11000168492532748,-0.17592699852330232,0.24988726748467244,0.3352136514445787,0.1493576732435049,0.67836568207128,0.00977789607795173,0.4320728090460951,1.0,0.19885232463405672,0.40265769543719887,0.8384233570914218,0.09984397977938675,0.04335824988685744,0.06342830609377792,0.06074170640528951,0.13379240856737498
track_temp_x_tyre_stress,-0.11251870190388844,-0.043519345561488225,-0.11251870190388844,-0.061997154955595046,-0.07213583456434314,-0.019706687293160514,-0.04855991702490576,0.07061856332211333,0.03860404712725844,0.22874267573028623,0.40557217773839316,-0.15405120688592183,-0.10318544415428448,0.26460183972431917,-0.19970422565306412,-0.0683699149074865,-0.08681608900339996,0.8073334559024411,0.45700597870165915,0.37717414764124296,0.3488945493771694,-0.13508653524330158,0.701287837946186,0.19885232463405672,1.0,-0.09409820789537798,0.4128622885759604,0.09998470126711337,0.05816913525955153,0.0719020930354952,0.05382376576054174,-0.05745155224882562
tire_age_x_traction,0.8349913149051512,0.7996490827017234,0.8349913149051512,0.8127689764482641,0.4577769550724965,0.43574017500808077,-0.352824838539539,-0.23033220307540794,0.03870165081045687,0.11362014473199682,0.09275827547124096,0.03260913216673455,0.0016842285424393025,-0.03373740265995727,0.01652473586680311,-0.1360937936423459,0.5011001895209147,-0.1808833501624989,-0.09358432288713722,-0.3678720868701362,-0.09293850500926283,0.13903274695658405,-0.2074699420245569,0.40265769543719887,-0.09409820789537798,1.0,0.3162523228959473,-0.09708306435581346,-0.08687025980173065,-0.06863161705745811,0.07042207706405103,0.2914163732036408
tire_age_x_lateral_load,0.5464497447716512,0.5990291900948904,0.5464497447716512,0.5808479106881294,0.2862974596298474,0.3250511238235077,-0.3317770983026353,-0.18606766923045387,0.09107966601362243,0.009900180677807839,-0.08330774851866166,0.07018397911986189,-0.02493951727327001,0.13341951666981045,-0.05646435942951583,-0.11389015846997128,-0.35743825305537047,0.4782003033689665,0.4930488517484919,0.42932956115335574,0.4310394335464959,-0.24689517886280352,0.6752235605027004,0.8384233570914218,0.4128622885759604,0.3162523228959473,1.0,0.07425572442002941,0.023049922361845977,0.05787736064801675,0.10315371749579778,0.09660470377443525
soft_abrasiveness_interaction,-0.11425125997678563,-0.12520163288536465,-0.11425125997678563,-0.1296002984797839,-0.04958614543962469,-0.056150836894780495,0.06757574193695141,-0.09948326286257239,0.11415369448183574,-0.11116515257685643,-0.07040672361073214,0.0137286057383399,-0.03287373006308207,-0.023579603833304662,-0.07063071422815909,0.1483087844081234,-0.05224850704019548,0.14383610672229238,0.0952040889374995,0.008351096408901085,0.20905188602710847,0.01310358641678406,0.1771598099034286,0.09984397977938675,0.09998470126711337,-0.09708306435581346,0.07425572442002941,1.0,0.9511053692560908,0.9581255068119757,-0.32942640956241237,-0.32125614461449414
soft_traction_interaction,-0.12950829582542525,-0.14642537458069307,-0.12950829582542525,-0.14833447239893227,-0.060690778315650194,-0.07113270650147105,0.09164985810289093,-0.1341086359076693,0.12186809364943457,-0.10394292497255979,-0.05926085934114093,0.011096956082060423,-0.013439134141449038,-0.045038122724939816,-0.057070655086329046,0.19739329521275353,-0.00045788079453414315,0.09458986378454766,0.05619732245039033,-0.028541522230700767,0.140388900153958,0.014569270651298016,0.11638515631849844,0.04335824988685744,0.05816913525955153,-0.08687025980173065,0.023049922361845977,0.9511053692560908,1.0,0.9901394248672708,-0.3415732194864515,-0.33310169558518093
soft_age_interaction,-0.09218437834501018,-0.11230420836468163,-0.09218437834501018,-0.11450914495513592,-0.04520037497242832,-0.05807889272392619,0.08386474905408071,-0.13936021545103824,0.12106352078839401,-0.108928958663748,-0.051946675660686684,0.01836022157199629,-0.02018494133102438,-0.03264097213846021,-0.06230351516857968,0.1870061559247833,-0.032490128911116974,0.10431288653769039,0.059017910523431506,-0.012706466281809601,0.13028104808183014,-0.0032015123823807283,0.12722199772920165,0.06342830609377792,0.0719020930354952,-0.06863161705745811,0.05787736064801675,0.9581255068119757,0.9901394248672708,1.0,-0.3412176641577763,-0.33275495855751197
medium_age_interaction,0.09351371248513109,0.08900815530220237,0.09351371248513109,0.08951262214027476,-0.15168998763595343,-0.16430074652547016,0.1574136247937869,0.024502146276131866,-0.1588119118928827,0.06859503854116765,0.08392353289969291,-0.030500219476606118,-0.06548753156170624,0.02668476220022216,-0.1350803209508603,0.09006820066156475,-0.03366432390951717,0.0059919583974795505,0.03693576098661397,0.03144225650040482,-0.02915981116804164,-0.0451560121708163,0.04046863243452638,0.06074170640528951,0.05382376576054174,0.07042207706405103,0.10315371749579778,-0.32942640956241237,-0.3415732194864515,-0.3412176641577763,1.0,-0.5997370044614517
hard_age_interaction,0.35880744853862173,0.3786597596047016,0.35880744853862173,0.37980172937498413,0.3967966566413501,0.4179721203089422,-0.40260797579009433,-0.0724584148954349,0.11156084709814389,0.09976559173384578,0.08464574618234398,-0.11542250750573305,-0.13948447106604583,0.04438857842072172,-0.19093415789952503,-0.24337795554774863,0.04450852366351571,-0.1075497832221574,-0.09000533025263405,-0.04680494100792604,-0.07562507947402856,0.028527899122399947,-0.13526365935699458,0.13379240856737498,-0.05745155224882562,0.2914163732036408,0.09660470377443525,-0.32125614461449414,-0.33310169558518093,-0.33275495855751197,-0.5997370044614517,1.0
